9 bcdefghi,aihdc,abd,acbhgfe,adf,aedg,afdh,agdbi,ahb
9 bcdefgh,aic,abd,acie,adi,aihg,afh,agf,bfed
9 bcdefgh,ahi,aig,agfe,adf,aed,adcih,agb,bgc
9 bcdefg,ahc,abi,aih,ahgf,aeg,afe,bedi,chd
9 bcdefg,ahc,abh,ahgie,adf,aei,aid,bdc,dgf
9 bcdefgh,aic,abi,aihge,adf,aeg,afdh,agd,bdc
9 bcdefghi,aic,abd,ace,adi,aihg,afh,agf,afeb
9 bcdefgh,aic,abd,ace,adi,aihg,afh,agf,bfe
9 bcdefg,ahc,abh,aie,adf,aeg,afi,bic,dhg
9 bcdefgh,aic,abi,aihe,adf,aeg,afh,agd,bdc
9 bcdefghi,aic,abd,acie,adi,ahg,afh,agfi,ahedb
9 bcdefghi,aic,abd,ace,adi,aihg,afh,agfi,ahfeb
9 bcdefgh,aic,abid,acihe,adf,aeg,afh,agd,bdc
9 bcdefghi,aic,abid,achgfe,adf,aedg,afdh,agdi,ahcb
9 bcdefgh,ahi,aigfed,ace,adcf,aecg,afch,agib,bhc
9 bcdefg,ahc,abhd,ache,adhf,aeig,afi,biedc,fhg
9 bcdefgh,ahc,abhd,ache,adf,aeig,afi,aidcb,fhg
9 bcdefg,ahc,abhd,ache,adf,aeig,afi,bidc,fhg
9 bcdefgh,ahgi,aid,acie,adif,aeig,afbh,agb,bfedc
9 bcdefgh,ahi,aihd,ache,adgf,aeg,afeh,agdcib,bhc
9 bcdefg,agfh,ahi,aihe,adhf,aebg,afb,bedic,chd
9 bcdef,aghc,abed,ace,adch,ahi,bih,bgife,fhg
9 bcde,afdc,abd,acbg,agh,big,dfihe,egi,fhg
9 bcdefg,ahfc,abed,ace,adcf,aebhig,afi,bif,fhg
9 bcdef,agdc,abd,acbe,adghif,aei,bhe,egi,ehf
9 bcdefg,ageh,ahd,ache,adbgif,aei,aieb,bdc,egf
9 bcdef,afgh,ahi,aihe,adhg,agb,bfe,bedic,chd
9 bcde,afgh,ahd,achg,agi,big,bfied,bdc,egf
9 bcde,afgh,aid,acig,agf,beg,bfedh,bgi,chd
9 bcdef,ageh,ahd,ache,adbgif,aei,bie,bdc,egf
9 bcdef,ageh,ahd,ach,abgif,aei,bie,bdc,egf
9 bcdef,ageh,aid,acie,adhbgf,aeg,bfe,bei,chd
9 bcdefgh,aigc,abgd,acfe,adf,aed,acbih,agi,bhg
9 bcdefg,ahi,aihd,ache,adgf,aeg,afe,bdci,bhc
9 bcdefg,ahfc,abed,ace,adc,abhig,afi,bif,fhg
9 bcdef,agh,aigd,acfe,adf,aed,bcih,bgi,chg
9 bcde,afdc,abd,acb,agh,big,efih,egi,fhg
9 bcdef,agdc,abd,acb,aghif,aei,bhe,egi,ehf
9 bcdefgh,ahgi,aigd,acfe,adf,aedg,afcibh,agb,bgc
9 bcdefg,agfh,ahd,achi,aihf,aebg,afb,beidc,dhe
9 bcdef,agdc,abd,acbh,ahf,aehi,bih,dgife,fhg
9 bcdefg,ahei,aid,acie,adbhgf,aeg,afeh,bge,bdc
9 bcdef,afgh,ahd,achi,aihg,agb,bfe,beidc,dhe
9 bcdefgh,ahg,afied,ace,adci,aicg,afbh,agb,cfe
9 bcdefg,ahc,abhi,aihe,adgf,aeg,afe,bdic,chd
9 bcdefgh,ahfi,aied,ace,adcf,aeibhg,afh,agfb,bfc
9 bcdefg,agfh,ahd,ache,adhi,aibg,afb,biedc,ehf
9 bcdefg,agfh,aied,ace,adcf,aeihbg,afb,bfi,chf
9 bcdefgh,ahei,aid,acie,adbhgf,aeg,afeh,ageb,bdc
9 bcdefg,ahi,aigfed,ace,adcf,aecg,afch,bgi,bhc
9 bcdef,agc,abgd,acge,adgh,ahi,biedc,eif,fhg
9 bcdef,afdg,ahi,aigbfe,adf,aedb,bdh,cgi,chd
9 bcde,afc,abfd,acfg,ahi,bigdc,dfh,egi,ehf
9 bcdefg,aghi,aid,acie,adif,aeih,ahb,bgf,bfedc
9 bcdef,afgh,aid,acig,agf,aegb,bfedh,bgi,chd
9 bcde,aefg,ahd,achf,afb,bedig,bfi,cid,fhg
9 bcd,aef,agd,acge,bdhif,bei,chd,egi,ehf
9 bcdefg,ageh,aid,acie,adhbgf,aeg,afeb,bei,chd
9 bcdef,afeg,ahd,ache,adigbf,aeb,bei,cid,ehg
9 bcde,aef,agd,acge,adhifb,bei,chd,egi,ehf
9 bcdefghi,aic,abid,acie,adif,aehg,afh,agf,aedcb
9 bcdefgh,aic,abid,acie,adif,aehg,afh,agf,bedc
9 bcdefghi,aic,abid,acie,adf,aeihg,afh,agfi,ahfdcb
9 bcdefgh,ahi,aihfed,ace,adcf,aecg,afh,agcib,bhc
9 bcdefg,ahc,abhd,ache,adf,aehig,afi,bifdc,fhg
9 bcdefgh,ahgi,aid,acie,adif,aeg,afibh,agb,bgedc
9 bcdefgh,ahi,aihd,ace,adhgf,aeg,afeh,agecib,bhc
9 bcdefg,agh,ahgeid,aci,aicf,aeg,afchb,bgc,ced
9 bcdef,agh,ahgd,ace,adgif,aei,biech,bgc,egf
9 bcdefg,agfh,ahi,aihe,adf,aehbg,afb,bfdic,chd
9 bcdefg,agc,abed,ace,adch,ahi,aihb,egif,fhg
9 bcdefgh,ahc,abed,ace,adcf,aehig,afi,aifb,fhg
9 bcdefgh,ahc,abed,ace,adc,ahig,afi,aifb,fhg
9 bcdefg,ahi,aihd,ace,adgf,aeg,afe,bci,bhc
9 bcdefgh,ahgi,aid,acgfe,adf,aedg,afdibh,agb,bgc
9 bcdefg,agh,ahgied,ace,adci,aig,afchb,bgc,cfe
9 bcdefg,agh,ahied,ace,adci,aig,afhb,bgc,cfe
9 bcdef,agc,abgh,ahe,adif,aei,bihc,cgd,egf
9 bcdef,agc,abgh,ahe,adgif,aei,biehc,cgd,egf
9 bcdef,afg,ahd,acfie,adi,aidhgb,bfh,cgf,dfe
9 bcdef,afg,ahd,acie,adi,aihgb,bfh,cgf,dfe
9 bcde,afg,ahd,acfie,adi,bidhg,bfh,cgf,dfe
9 bcde,afg,ahd,acie,adi,bihg,bfh,cgf,dfe
9 bcdefg,agfh,ahd,achi,aif,aehbg,afb,bfidc,dhe
9 bcdefg,agc,abgh,ahe,adhi,aig,afcb,cied,ehf
9 bcdef,agh,aid,acfe,adf,aedg,bfih,bgi,chg
9 bcdef,agh,aid,acgfe,adf,aedg,bfdih,bgi,chg
9 bcdefg,agh,aid,acgfe,adf,aedg,afdihb,bgi,chg
9 bcdefgh,ahc,abhi,aie,adgf,aeg,afeh,agicb,chd
9 bcdefg,agh,aid,acfe,adf,aedg,afihb,bgi,chg
9 bcdefgh,ahi,aid,acie,adihgf,aeg,afeh,ageb,bedc
9 bcdefg,ahi,aihfed,ace,adcf,aecg,afh,bgci,bhc
9 bcdefg,ahi,aihed,ace,adcf,aeg,afh,bgci,bhc
9 bcdef,agc,abgd,ace,adh,ahi,bihc,egif,fhg
9 bcdef,agc,abgd,acge,adh,ahi,bihdc,egif,fhg
9 bcdefg,aghi,aid,acie,adif,aeh,ahb,bgfi,bhedc
9 bcdefg,agh,ahgd,aci,aif,aeig,afichb,bgc,dgfe
9 bcdef,afgh,ahi,aihe,adg,agb,bfeh,bgdic,chd
9 bcdef,agh,ahd,ache,adhgif,aei,bie,bedc,egf
9 bcdef,agh,ahd,ache,adgif,aei,bie,bdc,egf
9 bcdefg,agh,ahd,ache,adgif,aei,aieb,bdc,egf
9 bcdefg,agfh,ahi,aie,adif,aeihbg,afb,bfc,cfed
9 bcdef,afgh,ahd,achi,aig,agb,bfeh,bgidc,dhe
9 bcde,afg,ahi,aie,adif,beihg,bfh,cgf,cfed
9 bcde,afg,ahi,aie,adif,behg,bfh,cgf,ced
9 bcde,afg,ahi,aie,adi,bihg,bfh,cgf,cfed
9 bcdefg,agc,abgh,ahi,aif,aeig,afhcb,cgd,dfe
9 bcdefgh,ahc,abhd,ache,adi,aig,afih,agdcb,egf
9 bcdefghi,aic,abid,acie,adf,aeihg,afh,agf,afdcb
9 bcdefgh,aic,abid,acie,adf,aeihg,afh,agf,bfdc
9 bcdefgh,ahi,aihd,ace,adhgf,aeg,afe,aecib,bhc
9 bcdefg,ahi,aihd,ace,adhgf,aeg,afe,beci,bhc
9 bcdefgh,ahgi,aid,acgfe,adf,aed,adibh,agb,bgc
9 bcdefg,ahc,abhi,aie,adhgf,aeg,afe,beic,chd
9 bcdefg,agh,aid,acgfe,adf,aed,adihb,bgi,chg
9 bcdefghi,aic,abid,acie,adf,aehg,afh,agfi,ahdcb
9 bcdefghi,aic,abid,acie,adf,aehg,afh,agf,adcb
9 bcdefgh,aic,abid,acie,adf,aehg,afh,agf,bdc
9 bcdefghi,aic,abid,ace,adif,aeihg,afh,agfi,ahfecb
9 bcdefgh,ahi,aihged,ace,adcf,aeg,afch,agcib,bhc
9 bcdefg,ahc,abhd,ace,adhf,aehig,afi,bifec,fhg
9 bcdefgh,ahgi,aid,acie,adf,aeig,afibh,agb,bgfdc
9 bcdefg,agh,ahied,ace,adci,aig,afib,bic,chgfe
9 bcdefg,agc,abgh,ahe,adf,aei,aihcb,cgid,fhg
9 bcdef,agc,abgh,ahe,adf,aei,bihc,cgid,fhg
9 bcdef,agc,abgh,ahe,adhf,aei,bihc,cgied,fhg
9 bcdefgh,ahi,aid,ache,adhgf,aeg,afeh,agedib,bhc
9 bcdefg,agh,ahgfid,aci,aif,aecg,afchb,bgc,ced
9 bcdefg,agh,ahgid,aci,aif,aeg,afchb,bgc,ced
9 bcdefg,agh,ahid,aci,aif,aeg,afhb,bgc,ced
9 bcdef,agh,ahd,acge,adgif,aei,biedh,bgc,egf
9 bcdefg,agfh,ahi,aie,adhf,aehbg,afb,bfeic,chd
9 bcdef,agh,ahied,ace,adci,aig,bfi,bic,chgfe
9 bcde,afc,abfg,agh,ahi,bigc,cfihd,dge,egf
9 bcdefg,ahi,aifed,ace,adcf,aecihg,afh,bgf,bfc
9 bcdef,agc,abgd,acghie,adi,aih,bhdc,dgf,dfe
9 bcdefg,ageh,ahd,ache,adhbif,aei,aib,bedc,egf
9 bcdef,afgh,ahi,aie,adhg,agb,bfeh,bgeic,chd
9 bcdef,agc,abh,ahe,adhi,aig,bfi,cied,ehgf
9 bcdefg,ahc,abi,aie,adif,aeihg,afh,bgf,cfed
9 bcdefg,ahc,abi,aie,adif,aehg,afh,bgf,ced
9 bcdefgh,aic,abd,acgfe,adf,aedg,afdih,agi,bhg
9 bcdefgh,aic,abd,acfe,adf,aedg,afih,agi,bhg
9 bcdefgh,ahi,aifed,ace,adcf,aecihg,afh,agfb,bfc
9 bcdefgh,ahc,abhd,achie,adf,aeg,afi,aidcb,dhg
9 bcdefg,ahc,abhd,achie,adf,aeg,afi,bidc,dhg
9 bcdefg,ahc,abhd,achife,adf,aedg,afi,bidc,dhg
9 bcdefgh,ahei,aid,acie,adibgf,aeg,afeh,agb,bedc
9 bcdefg,ahi,aihged,ace,adcf,aeg,afch,bgci,bhc
9 bcdef,agc,abgd,ace,adgh,ahi,bihec,egif,fhg
9 bcdefg,aghi,aid,acie,adf,aeih,ahb,bgfi,bhfdc
9 bcdefgh,ahc,abi,aie,adif,aeihg,afh,agfb,cfed
9 bcdefghi,aic,abgd,acgfe,adf,aed,adcih,agi,ahgb
9 bcdefgh,aic,abid,ace,adif,aeihg,afh,agf,bfec
9 bcdefgh,ahi,aid,ache,adhgf,aeg,afe,aedib,bhc
9 bcdefg,ahi,aid,ache,adhgf,aeg,afe,bedi,bhc
9 bcdefg,ahi,aifed,ace,adc,acihg,afh,bgf,bfc
9 bcdef,agc,abg,aghie,adi,aih,bhdc,dgf,dfe
9 bcdefgh,ahi,aifed,ace,adc,acihg,afh,agfb,bfc
9 bcdefg,ahc,abhd,aci,aihgf,aeg,afe,beic,dhe
9 bcdefg,ahc,abh,ahife,adf,aedg,afi,bidc,dhg
9 bcdef,agc,abgd,ach,aif,aei,bihc,dgi,ehgf
9 bcdefgh,ahc,abd,aci,aihgf,aeg,afe,aeib,dhe
9 bcdefg,ahc,abd,aci,aihgf,aeg,afe,bei,dhe
9 bcdef,agc,abg,ahe,adf,aei,bihc,dgi,fhg
9 bcdefg,ahc,abh,ahie,adf,aeg,afi,bidc,dhg
9 bcdefghi,aic,abid,ace,adif,aehg,afh,agfi,ahecb
9 bcdefgh,ahi,aiged,ace,adcf,aeg,afch,agib,bhc
9 bcdefg,ahc,abhd,ace,adhf,aeig,afi,biec,fhg
9 bcdefgh,ahgi,aid,acie,adf,aeig,afbh,agb,bfdc
9 bcdefgh,ahi,aid,ache,adgf,aeg,afeh,agdib,bhc
9 bcdefg,agh,ahfid,aci,aif,aecg,afhb,bgc,ced
9 bcdef,agh,ahd,acge,adif,aei,bidh,bgc,egf
9 bcdefg,agfh,ahi,aie,adhf,aebg,afb,beic,chd
9 bcdefg,ahi,aied,ace,adcf,aeihg,afh,bgf,bfc
9 bcdef,afeg,agh,ahi,aibf,aeb,bihc,cgd,dge
9 bcdefg,ageh,ahd,ache,adbif,aei,aib,bdc,egf
9 bcdef,agh,ahfid,aci,aif,aecg,bfh,bgc,ced
9 bcde,afg,agd,acfh,ahi,bidg,bfc,die,ehf
9 bcdef,afgh,ahi,aie,adhg,agb,bfe,beic,chd
9 bcde,afg,ahd,achi,aif,bei,bih,cgd,dgfe
9 bcdef,agh,aid,acie,adhgf,aeg,bfe,bei,chd
9 bcdefgh,aic,abgd,acfe,adf,aed,acih,agi,bhg
9 bcdefg,ahi,aid,ache,adgf,aeg,afe,bdi,bhc
9 bcdefgh,ahi,aied,ace,adcf,aeihg,afh,agfb,bfc
9 bcdefg,agh,ahied,ace,adcf,aei,aihb,bgc,cgf
9 bcdef,agc,abgd,ach,ahif,aei,bihc,dge,egf
9 bcdef,agh,ahied,ace,adcf,aei,bih,bgc,cgf
9 bcde,afc,abfd,acg,ahi,bigc,dfh,egi,ehf
9 bcdefg,agfh,ahd,ache,adi,aibg,afb,bidc,ehf
9 bcdefg,ahc,abhd,acife,adf,aedg,afi,bic,dhg
9 bcdefgh,ahei,aid,acie,adbgf,aeg,afeh,agb,bdc
9 bcdefg,ahi,aiged,ace,adcf,aeg,afch,bgi,bhc
9 bcdef,agc,abgd,ace,adgh,ahi,biec,eif,fhg
9 bcdefg,aghi,aid,acie,adf,aeih,ahb,bgf,bfdc
9 bcdef,afg,ahd,achi,aif,aeib,bih,cgd,dgfe
9 bcdefghi,aic,abgd,acfe,adf,aed,acih,agi,ahgb
9 bcdefgh,aic,abid,ace,adif,aehg,afh,agf,bec
9 bcdefghi,aic,abd,acie,adif,aeihg,afh,agfi,ahfedb
9 bcdefgh,ahi,aihgfd,ace,adf,aecg,afch,agcib,bhc
9 bcdefg,ahc,abd,ache,adhf,aehig,afi,bifed,fhg
9 bcdefgh,ahc,abd,ace,adhf,aehig,afi,aifeb,fhg
9 bcdefg,ahc,abd,ace,adhf,aehig,afi,bife,fhg
9 bcdefgh,ahgi,aid,ace,adif,aeig,afibh,agb,bgfec
9 bcdefg,aghi,aihed,ace,adch,ahg,afb,bfeci,bhc
9 bcdefgh,ahic,abied,ace,adci,aig,afh,agb,bfec
9 bcdefgh,ahi,aigd,acgfe,adf,aedg,afdcih,agb,bgc
9 bcdefg,agfh,ahd,aci,aihf,aehbg,afb,bfeic,dhe
9 bcdef,aghdc,abd,acbh,ahf,aei,bih,bgied,fhg
9 bcde,afc,abfg,age,adh,bigc,cfihd,egi,fhg
9 bcdefg,ahedc,abd,acbe,adbhif,aeg,afi,bie,ehg
9 bcdef,agc,abgd,acghie,adf,aei,bhdc,dgi,dhf
9 bcdefg,ahei,aid,acie,adibhf,aeg,afh,bge,bedc
9 bcdef,afgh,ahd,aci,aihg,agb,bfeh,bgeic,dhe
9 bcdefgh,ahfi,aifed,ace,adcf,aecibg,afh,agb,bfc
9 bcdefgh,ahei,aid,acie,adibhf,aeg,afh,ageb,bedc
9 bcdefg,ahi,aihgfd,ace,adf,aecg,afch,bgci,bhc
9 bcdefg,ahi,aihgd,ace,adf,aeg,afch,bgci,bhc
9 bcdef,agc,abd,ace,adgh,ahi,bihe,egif,fhg
9 bcdef,agc,abd,acge,adgh,ahi,bihed,egif,fhg
9 bcdef,afdg,ahi,aihgbe,adf,aeb,bdh,cgdi,chd
9 bcde,afc,abd,acfg,ahi,bihgd,dfh,egfi,ehf
9 bcdefg,aghi,aid,ace,adif,aeih,ahb,bgfi,bhfec
9 bcdefg,ahc,abhi,aie,adf,aeg,afih,bgic,chgd
9 bcdef,afgh,aid,acig,agf,aeb,bedih,bgi,chgd
9 bcdefg,ageh,aid,acie,adihbf,aeg,afb,bei,ched
9 bcdefgh,ahc,abd,acgi,aif,aeig,afidh,agb,dgfe
9 bcdefghi,aigc,abgd,acgfe,adf,aed,adcbh,agi,ahb
9 bcdefgh,aic,abd,acie,adif,aeihg,afh,agf,bfed
9 bcdefgh,ahi,aigd,acgfe,adf,aed,adcih,agb,bgc
9 bcdefg,ahc,abi,aihe,adhgf,aeg,afe,bedi,chd
9 bcdef,aghdc,abd,acb,ahf,aei,bih,bgie,fhg
9 bcde,afc,abf,age,adh,bigc,dfih,egi,fhg
9 bcdefg,ahedc,abd,acb,abhif,aeg,afi,bie,ehg
9 bcdef,agc,abg,aghie,adf,aei,bhdc,dgi,dhf
9 bcdefgh,ahfi,aifed,ace,adc,acibg,afh,agb,bfc
9 bcdefg,ahc,abd,achi,aihgf,aeg,afe,beid,dhe
9 bcdefghi,aic,abd,ace,adif,aeihg,afh,agf,afeb
9 bcdefgh,aic,abd,ace,adif,aeihg,afh,agf,bfe
9 bcdefghi,aic,abd,ace,adif,aehg,afh,agf,aeb
9 bcdefghi,aic,abd,acie,adif,aehg,afh,agfi,ahedb
9 bcdefgh,ahi,aigfd,ace,adf,aecg,afch,agib,bhc
9 bcdefgh,ahi,aigd,ace,adf,aeg,afch,agib,bhc
9 bcdefg,ahc,abd,ache,adhf,aeig,afi,bied,fhg
9 bcdefgh,ahgi,aid,ace,adif,aeig,afbh,agb,bfec
9 bcdefgh,ahi,aigd,acfe,adf,aedg,afcih,agb,bgc
9 bcdefg,agh,ahfid,ace,adi,aicg,afhb,bgc,cfe
9 bcdef,agc,abh,ahge,adif,aei,bidh,cgd,egf
9 bcde,afgc,abg,ahe,adi,bih,bhc,dgfi,ehf
9 bcd,aef,agd,ach,bif,beg,cfih,dgi,ehg
9 bcdef,aghc,abh,ahgie,adf,aei,bid,bdc,dgf
9 bcde,afg,aghid,ace,adi,bhg,bfc,cfi,che
9 bcdefg,agfh,ahd,aci,aihf,aebg,afb,beic,dhe
9 bcdef,agdc,abd,acbh,ahf,aei,bih,dgie,fhg
9 bcde,afc,abfg,age,adh,bic,cihd,egi,fhg
9 bcdefg,ahdc,abd,acbe,adhif,aeg,afi,bie,ehg
9 bcdef,agc,abgd,achie,adf,aei,bhc,dgi,dhf
9 bcdefgh,aifc,abed,ace,adc,abig,afh,agi,bhf
9 bcdefg,ahc,abi,aihe,adgf,aeg,afe,bdi,chd
9 bcdefg,ahdc,abd,acb,ahif,aeg,afi,bie,ehg
9 bcdef,agc,abh,aife,adf,aed,bih,cgi,dhg
9 bcdef,agc,abg,ahie,adf,aei,bhc,dgi,dhf
9 bcde,afc,abg,ahe,adh,big,cfi,die,fhg
9 bcdefgh,ahfi,aied,ace,adcf,aeibg,afh,agb,bfc
9 bcdefg,agh,ahifd,ace,adf,aeci,aihb,bgc,cgf
9 bcdef,agc,abd,acgh,ahif,aei,bihd,dge,egf
9 bcdefg,agc,abd,ach,ahif,aei,aihb,dge,egf
9 bcdef,agh,ahid,ace,adf,aei,bih,bgc,cgf
9 bcdefg,agfh,ahd,ace,adhi,aibg,afb,biec,ehf
9 bcdefg,agc,abgh,ahe,adf,aei,aicb,cid,fhg
9 bcdef,afg,ahd,ace,adi,aigb,bfh,cgi,ehf
9 bcde,afg,ahd,ace,adi,big,bfh,cgi,ehf
9 bcdefgh,ahc,abhd,acie,adf,aeg,afi,aicb,dhg
9 bcdefg,ahc,abhd,acie,adf,aeg,afi,bic,dhg
9 bcdefgh,ahei,aid,acie,adbhf,aeg,afh,ageb,bdc
9 bcdefg,ahi,aigfd,ace,adf,aecg,afch,bgi,bhc
9 bcdef,agc,abd,acge,adgh,ahi,bied,eif,fhg
9 bcde,aefg,ahi,afe,adb,bdig,bfh,cgi,chf
9 bcdef,afdg,ahi,aigbe,adf,aeb,bdh,cgi,chd
9 bcdefg,agc,abd,acfh,ahi,aidg,afb,die,ehf
9 bcdefg,aghi,aid,ace,adif,aeih,ahb,bgf,bfec
9 bcdef,afgh,aid,acig,agf,aeb,bedh,bgi,chd
9 bcdefg,agh,ahfi,aie,adif,aechg,afb,bfc,ced
9 bcdef,afgh,ahd,aci,aihg,agb,bfe,beic,dhe
9 bcdefg,ageh,aid,acie,adhbf,aeg,afb,bei,chd
9 bcdefghi,aic,abhd,ache,adgf,aeg,afe,adci,ahb
9 bcdefgh,aic,abd,acie,adif,aehg,afh,agf,bed
9 bcdefghi,aic,abd,ace,adif,aehg,afh,agfi,aheb
9 bcdefghi,aic,abd,ace,adif,aeihg,afh,agfi,ahfeb
9 bcdefghi,aic,abid,aci,aif,aeihg,afh,agfi,ahfedcb
9 bcdefgh,ahi,aihgfed,ace,adcf,aec,ach,agcib,bhc
9 bcdefg,ahc,abhd,ach,ahf,aehig,afi,bifedc,fhg
9 bcdefgh,ahgi,aid,acie,adi,aig,afibh,agb,bgfedc
9 bcdefgh,ahi,aih,ahe,adhgf,aeg,afeh,agedcib,bhc
9 bcdefg,agfh,ahi,aih,ahf,aehbg,afb,bfedic,chd
9 bcdefg,aeh,ahd,ache,adhbgif,aei,aie,bedc,egf
9 bcdef,afgh,ahi,aih,ahg,agb,bfeh,bgedic,chd
9 bcdef,afg,ahi,aih,ahg,agb,bfeh,cgedi,chd
9 bcdefg,aghc,abfeid,aci,aic,ach,ahb,bgf,ced
9 bcdef,afgh,ahi,aih,ahg,agb,bfe,bedic,chd
9 bcdefgh,aei,aid,acie,adibhgf,aeg,afeh,age,bedc
9 bcdefg,aghi,aid,acie,adi,aih,ahb,bgfi,bhfedc
9 bcdefghi,aic,abid,aci,aif,aeihg,afh,agf,afedcb
9 bcdefgh,aic,abid,aci,aif,aeihg,afh,agf,bfedc
9 bcdefgh,ahi,aih,ahe,adhgf,aeg,afe,aedcib,bhc
9 bcdefg,ahi,aih,ahe,adhgf,aeg,afe,bedci,bhc
9 bcdefghi,aic,abid,aci,aif,aehg,afh,agfi,ahedcb
9 bcdefgh,ahi,aigfed,ace,adcf,aec,ach,agib,bhc
9 bcdefg,ahc,abhd,ach,ahf,aeig,afi,biedc,fhg
9 bcdefgh,ahgi,aid,acie,adi,aig,afbh,agb,bfedc
9 bcdefgh,ahi,aih,ahe,adgf,aeg,afeh,agdcib,bhc
9 bcdefg,agfh,ahi,aih,ahf,aebg,afb,bedic,chd
9 bcdefgh,ahc,abh,agfie,adi,aid,adh,agcb,dfe
9 bcdefg,ahi,aih,ahe,adgf,aeg,afe,bdci,bhc
9 bcdefgh,aei,aid,acie,adbhgf,aeg,afeh,age,bdc
9 bcdefg,ahi,aigfed,ace,adcf,aec,ach,bgi,bhc
9 bcdef,agc,abgd,acg,agh,ahi,biedc,eif,fhg
9 bcdefg,aghi,aid,acie,adi,aih,ahb,bgf,bfedc
9 bcdefghi,aic,abi,ahgfe,adf,aedg,afd,adi,ahcb
9 bcdefgh,aic,abid,aci,aif,aehg,afh,agf,bedc
9 bcdefghi,aic,abd,aci,aif,aeihg,afh,agfi,ahfedb
9 bcdefgh,ahi,aihgfd,ace,adf,aec,ach,agcib,bhc
9 bcdefg,ahc,abd,ach,ahf,aehig,afi,bifed,fhg
9 bcdefgh,ahgi,aid,ace,adi,aig,afibh,agb,bgfec
9 bcdefgh,aei,aid,acie,adibhf,aeg,afh,age,bedc
9 bcdefg,ahi,aihgfd,ace,adf,aec,ach,bgci,bhc
9 bcdef,agc,abd,acg,agh,ahi,bihed,egif,fhg
9 bcdefg,aghi,aid,ace,adi,aih,ahb,bgfi,bhfec
9 bcdefghi,aic,abi,aihge,adf,aeg,afd,adi,ahdcb
9 bcdefgh,aic,abd,aci,aif,aeihg,afh,agf,bfed
9 bcdefghi,aic,abd,aci,aif,aehg,afh,agfi,ahedb
9 bcdefgh,ahi,aigfd,ace,adf,aec,ach,agib,bhc
9 bcdefg,ahc,abd,ach,ahf,aeig,afi,bied,fhg
9 bcdefgh,ahgi,aid,ace,adi,aig,afbh,agb,bfec
9 bcdefgh,aei,aid,acie,adbhf,aeg,afh,age,bdc
9 bcdefg,ahi,aigfd,ace,adf,aec,ach,bgi,bhc
9 bcdef,agc,abd,acg,agh,ahi,bied,eif,fhg
9 bcdefg,aghi,aid,ace,adi,aih,ahb,bgf,bfec
9 bcdefghi,aic,abi,ahge,adf,aeg,afd,adi,ahcb
9 bcdefgh,aic,abd,aci,aif,aehg,afh,agf,bed
9 bcdefghi,aic,abi,aie,adif,aeihg,afh,agfi,ahfedcb
9 bcdefgh,ahi,aihgfed,ace,adc,acg,afch,agcib,bhc
9 bcdefg,ahc,abh,ahe,adhf,aehig,afi,bifedc,fhg
9 bcdefgh,ahgi,aid,aci,aif,aeig,afibh,agb,bgfedc
9 bcdefg,ahi,aihed,ace,adch,ahg,afh,bgfeci,bhc
9 bcdef,agc,abgh,ahe,adh,ahi,bihc,cgifed,fhg
9 bcdef,agc,abg,ahe,adh,ahi,bihc,dgife,fhg
9 bcdefgh,afi,aifed,ace,adcf,aecibhg,afh,agf,bfc
9 bcdefg,ahc,abhd,achigfe,adf,aed,adi,bidc,dhg
9 bcdefgh,ahei,aid,acie,adibhgf,aeg,afe,aeb,bedc
9 bcdefg,aghi,aid,aci,aif,aeih,ahb,bgfi,bhfedc
9 bcdefghi,agc,abgd,acgfe,adf,aed,adcbih,agi,ahg
9 bcdefgh,aic,abi,aie,adif,aeihg,afh,agf,bfedc
9 bcdefgh,afi,aifed,ace,adc,acibhg,afh,agf,bfc
9 bcdefg,ahc,abh,ahi,aihgf,aeg,afe,beidc,dhe
9 bcdefg,ahc,abh,ahigfe,adf,aed,adi,bidc,dhg
9 bcdefghi,aic,abid,acihgfe,adf,aed,adh,agd,adcb
9 bcdefgh,ahi,aihgfed,ace,adc,acg,afc,acib,bhc
9 bcdefg,ahc,abh,ahe,adh,ahig,afi,bifedc,fhg
9 bcdefgh,ahgi,aid,aci,aif,aei,aibh,agb,bgfedc
9 bcdefgh,aic,abid,acihgfe,adf,aed,adh,agd,bdc
9 bcdefghi,aic,abi,aihgfe,adf,aed,adh,agd,adcb
9 bcdefgh,aic,abi,aie,adi,aihg,afh,agf,bfedc
9 bcdefgh,aic,abi,aihgfe,adf,aed,adh,agd,bdc
9 bcdefg,ahc,abh,ahe,adh,aig,afi,biedc,fhg
9 bcdefghi,aic,abi,aie,adi,ahg,afh,agfi,ahedcb
9 bcdefghi,aic,abi,aie,adif,aehg,afh,agfi,ahedcb
9 bcdefgh,ahi,aigfed,ace,adc,acg,afch,agib,bhc
9 bcdefg,ahc,abh,ahe,adhf,aeig,afi,biedc,fhg
9 bcdefgh,ahgi,aid,aci,aif,aeig,afbh,agb,bfedc
9 bcdefgh,afi,aied,ace,adcf,aeibhg,afh,agf,bfc
9 bcdefg,agfh,ahd,ach,ahi,aibg,afb,biedc,ehf
9 bcdefgh,ahei,aid,acie,adbhgf,aeg,afe,aeb,bdc
9 bcdefg,ahi,aigfed,ace,adc,acg,afch,bgi,bhc
9 bcdef,agc,abg,age,adgh,ahi,biedc,eif,fhg
9 bcdefg,aghi,aid,aci,aif,aeih,ahb,bgf,bfedc
9 bcdef,agh,aid,acig,agf,aeg,bfedh,bgi,chd
